order_id,user_id,restaurant_id,order_date,total_amount,restaurant_name
451,4599,122,2023-08-19,1358.9,Royal Tiffins Multicuisine
452,4309,103,2023-08-26,1278.08,FoodHub Express
453,3221,208,2023-01-25,446.5,The Feast Factory
454,1256,207,2023-08-25,946.29,Ruchi Curry House Multicuisine
455,1632,114,2023-09-04,1217.37,Darbar Mess Pure Veg
456,2049,151,2023-12-20,1428.38,Curry Kings Restaurant
457,3372,179,2023-04-06,1147.0,The Feast Factory
458,2087,174,2023-02-08,1050.64,New Foods Chinese
459,2457,153,2023-06-14,803.9,Annapurna Kitchen Family Restaurant
460,1546,280,2023-08-18,367.94,Biryani Brothers
461,3598,131,2023-09-14,834.8,Masala Trail Multicuisine
462,1358,250,2023-10-26,1104.88,Darbar Mess Pure Veg
463,1331,246,2023-11-24,502.26,Amma Biryani North Indian
464,3575,194,2023-01-24,1432.66,Curry Kings Restaurant
465,2972,253,2023-12-22,474.84,Swagath Cafe Multicuisine
466,4190,144,2023-05-21,418.35,New Cafe North Indian
467,1305,203,2023-12-26,1648.36,Udupi Curry House South Indian
468,3437,185,2023-01-22,1794.23,Royal Tiffins Multicuisine
469,4043,100,2023-03-17,455.14,Darbar Mess Pure Veg
470,1642,224,2023-11-07,582.24,Tandoori Junction
471,3461,266,2023-05-15,1492.16,Curry Kings Restaurant
472,3333,208,2023-06-25,1431.2,Taste of Biryani Non-Veg
473,4376,215,2023-12-09,550.94,New Cafe North Indian
474,1842,144,2023-03-12,1029.37,Biryani Brothers
475,2785,172,2023-08-14,1797.09,Amma Kitchen Punjabi
476,1827,198,2023-01-01,782.97,Amma Kitchen Punjabi
477,1116,282,2023-10-22,634.01,Swagath Cafe Multicuisine
478,2399,252,2023-01-03,760.67,Spice Mess Punjabi
479,4647,109,2023-01-02,542.77,Taste of Biryani Non-Veg
480,3589,218,2023-11-02,438.49,Amma Kitchen Punjabi
481,2502,232,2023-03-18,122.87,Tandoori Junction
482,1004,129,2023-08-27,154.74,Tandoori Junction
483,3304,142,2023-01-16,1418.03,Spice Mess Punjabi
484,2808,182,2023-10-04,986.47,Udupi Curry House South Indian
485,2691,234,2023-05-18,588.33,Royal Eatery South Indian
486,4113,262,2023-08-01,474.23,Darbar Kitchen Non-Veg
487,3296,176,2023-04-09,924.34,New Foods Chinese
488,3172,263,2023-06-11,1117.0,Amma Biryani North Indian
489,3242,113,2023-12-24,762.08,Amma Tiffins South Indian
490,1524,184,2023-10-16,108.56,The Feast Factory
491,2251,133,2023-01-06,1124.89,Spice Mess Punjabi
492,3106,101,2023-10-21,1256.77,Spice Mess Punjabi
493,3761,164,2023-09-15,1191.66,Flavour Street Kitchen
494,4893,106,2023-08-24,1540.46,Amma Kitchen Punjabi
495,1121,204,2023-01-14,473.65,Annapurna Tiffins South Indian
496,3016,109,2023-03-23,732.92,New Cafe North Indian
497,3869,154,2023-07-08,1065.02,Swagath Cafe Multicuisine
498,2706,108,2023-01-25,1629.41,Swagath Cafe Multicuisine
499,1344,245,2023-07-04,288.97,Spice Mess Andhra
500,3606,132,2023-12-06,1596.71,Amma Biryani North Indian
501,4865,297,2023-08-26,1458.35,New Foods Chinese
502,4322,224,2023-11-24,313.93,Curry Kings Restaurant
503,4325,260,2023-01-22,1345.17,Amma Restaurant South Indian
504,4719,214,2023-05-07,514.88,Spice Kitchen Punjabi
505,1341,189,2023-09-16,550.56,Darbar Restaurant North Indian
506,2412,251,2023-08-14,1773.57,Ruchi Foods Chinese
507,4163,223,2023-01-03,819.26,Amma Biryani North Indian
508,4127,231,2023-04-05,1684.07,Grand Cafe Punjabi
509,3514,144,2023-01-23,567.71,Curry Kings Restaurant
510,1337,100,2023-01-03,897.42,Flavour Street Kitchen
511,4391,203,2023-06-19,1684.61,Chef’s Delight Kitchen
512,1422,280,2023-08-20,839.77,Ruchi Foods Chinese
513,3748,184,2023-01-26,1773.08,Darbar Mess Pure Veg
514,1046,260,2023-01-23,1765.55,Ruchi Curry House Multicuisine
515,4608,297,2023-08-01,1408.7,Annapurna Kitchen Family Restaurant
516,1737,104,2023-09-23,171.56,Royal Eatery South Indian
517,3208,160,2023-06-08,375.83,Taste of Biryani Non-Veg
518,4899,261,2023-09-20,825.38,Ruchi Biryani Punjabi
519,4532,168,2023-06-23,1614.48,Darbar Restaurant North Indian
520,3025,164,2023-01-03,1738.17,Darbar Mess Pure Veg
521,2086,104,2023-12-15,1578.81,Tandoori Junction
522,4761,136,2023-10-10,1446.93,Amma Delights Family Restaurant
523,4448,174,2023-11-09,668.8,FoodHub Express
524,4294,223,2023-03-05,1101.51,Ruchi Foods Chinese
525,3379,226,2023-08-16,275.61,Urban Biryani House
526,3965,251,2023-05-20,498.35,Darbar Mess Pure Veg
527,4275,121,2023-10-13,493.36,Ruchi Foods Chinese
528,4698,201,2023-05-15,315.08,Swagath Cafe Multicuisine
529,1384,260,2023-05-09,695.44,Bombay Spice Villa
530,2149,242,2023-03-08,1433.52,Tandoori Junction
531,4248,222,2023-12-05,321.28,Royal Eatery South Indian
532,4861,122,2023-11-07,295.48,Darbar Kitchen Non-Veg
533,4111,137,2023-11-19,1384.44,Amma Delights Family Restaurant
534,4610,125,2023-12-19,538.01,Chef’s Delight Kitchen
535,4608,254,2023-12-21,258.32,Chef’s Delight Kitchen
536,2325,288,2023-12-25,1487.11,New Cafe North Indian
537,3472,228,2023-04-24,1457.66,Amma Tiffins South Indian
538,1157,137,2023-07-07,416.19,Amma Restaurant South Indian
539,3356,255,2023-01-03,230.17,Ruchi Curry House Multicuisine
540,3965,198,2023-08-23,250.6,Bombay Spice Villa
541,4079,261,2023-02-11,1478.08,Punjabi Zaika House
542,4397,281,2023-05-12,997.14,Spice Kitchen Punjabi
543,1274,167,2023-05-19,780.73,Royal Tiffins Multicuisine
544,1649,112,2023-11-01,857.04,Darbar Kitchen Non-Veg
545,3439,132,2023-08-21,1558.71,Ruchi Foods Chinese
546,4306,275,2023-12-08,1242.24,FoodHub Express
547,2354,150,2023-09-24,1665.73,Ruchi Foods Chinese
548,2029,266,2023-10-12,840.64,Amma Biryani North Indian
549,2670,178,2023-01-23,1160.12,Taste of Biryani Non-Veg
550,2537,200,2023-12-13,180.74,New Foods Chinese
551,4056,224,2023-12-26,1697.07,Curry Kings Restaurant
552,3511,105,2023-12-13,669.44,Sri Tiffins Andhra
553,3792,227,2023-08-22,1328.69,Ruchi Foods Chinese
554,3571,247,2023-10-18,1393.81,Amma Biryani North Indian
555,1043,196,2023-10-26,634.05,Darbar Restaurant North Indian
556,3866,258,2023-10-13,1330.59,Ruchi Foods Chinese
557,2427,117,2023-02-03,865.55,Taste of Biryani Non-Veg
558,4336,122,2023-11-21,1741.82,Chef’s Delight Kitchen
559,4648,281,2023-12-23,1308.09,Spice Mess Andhra
560,4924,191,2023-10-27,856.89,Urban Biryani House
561,3410,110,2023-01-19,1170.49,Spice Kitchen Punjabi
562,1042,292,2023-08-09,379.95,Darbar Delights South Indian
563,2984,155,2023-07-11,710.16,Amma Restaurant South Indian
564,4347,140,2023-08-02,1172.51,Swagath Cafe Multicuisine
565,2263,192,2023-12-15,675.16,Bombay Spice Villa
566,2575,291,2023-08-16,1271.88,Chef’s Delight Kitchen
567,4222,155,2023-10-22,662.75,Amma Delights Family Restaurant
568,3960,275,2023-12-02,447.12,Annapurna Kitchen Family Restaurant
569,4036,256,2023-04-04,1377.48,Ruchi Foods Chinese
570,1545,129,2023-02-07,895.11,Spice Kitchen Punjabi
571,1400,226,2023-12-23,114.24,Darbar Delights South Indian
572,2842,110,2023-06-12,341.55,Royal Biryani North Indian
573,2121,155,2023-12-01,1718.86,Ruchi Curry House Multicuisine
574,3677,187,2023-01-20,1447.36,Curry Kings Restaurant
575,2867,204,2023-01-15,340.9,Chef’s Delight Kitchen
576,4993,268,2023-08-09,1203.8,Ruchi Biryani Punjabi
577,2248,274,2023-05-10,811.31,Ruchi Foods South Indian
578,2349,215,2023-08-01,993.06,Flavour Street Kitchen
579,2162,215,2023-12-23,1212.2,Swagath Cafe Multicuisine
580,2893,137,2023-01-10,190.05,Darbar Restaurant North Indian
581,3526,248,2023-08-16,380.13,Royal Eatery South Indian
582,1073,186,2023-10-26,1572.94,Bombay Spice Villa
583,2873,140,2023-01-15,178.46,Amma Tiffins South Indian
584,4045,289,2023-12-02,1260.52,Spice Mess Punjabi
585,4410,285,2023-07-10,1727.9,Curry Kings Restaurant
586,1155,272,2023-03-04,1598.01,Biryani Brothers
587,2325,114,2023-01-10,1286.28,Royal Biryani North Indian
588,4288,174,2023-11-05,1257.8,Sri Tiffins Andhra
589,4419,270,2023-10-05,858.5,Urban Biryani House
590,4525,117,2023-12-16,1416.66,Curry Kings Restaurant
591,1130,242,2023-07-20,541.46,Urban Biryani House
592,1176,196,2023-04-06,1284.62,Spice Kitchen Punjabi
593,2194,115,2023-08-20,498.48,Masala Trail Multicuisine
594,3567,289,2023-08-18,566.47,Spice Kitchen Punjabi
595,2357,115,2023-05-26,1541.16,Darbar Mess Pure Veg
596,3401,143,2023-05-05,1216.88,Urban Biryani House
597,4444,248,2023-05-19,477.6,Royal Biryani North Indian
598,3139,119,2023-01-11,523.48,Amma Restaurant South Indian
599,3387,125,2023-07-01,1515.44,New Foods Chinese
600,3489,235,2023-08-10,597.07,Amma Tiffins South Indian
601,4302,186,2023-08-13,125.96,Royal Eatery South Indian
602,2135,234,2023-01-22,425.8,Sri Tiffins Andhra
603,1976,117,2023-01-24,1059.54,Udupi Curry House South Indian
604,4084,290,2023-08-07,1393.95,Biryani Brothers
605,3002,176,2023-07-16,294.75,Curry Kings Restaurant
606,4950,184,2023-02-13,291.29,FoodHub Express
607,4499,228,2023-12-02,1095.39,Royal Masala Point
608,1082,189,2023-12-24,344.06,Punjabi Zaika House
609,3890,132,2023-11-22,766.44,FoodHub Express
610,3947,173,2023-05-12,1788.99,Amma Delights Family Restaurant
611,2423,251,2023-10-16,988.46,Amma Delights Family Restaurant
612,3324,117,2023-08-26,615.44,New Cafe North Indian
613,3714,214,2023-08-09,595.55,The Feast Factory
614,2255,113,2023-04-11,1573.97,Flavour Street Kitchen
615,4956,128,2023-12-16,817.47,The Feast Factory
616,2516,193,2023-01-27,1111.97,Urban Biryani House
617,2203,180,2023-08-05,784.32,Ruchi Foods Chinese
618,3154,102,2023-07-13,1324.44,The Feast Factory
619,2354,296,2023-08-27,1164.21,Taste of Biryani Non-Veg
620,4720,295,2023-10-09,394.78,Urban Biryani House
621,3618,245,2023-08-17,687.57,Spice Mess Punjabi
622,4770,100,2023-05-25,1053.47,New Cafe North Indian
623,2291,262,2023-12-23,1442.27,Annapurna Tiffins South Indian
624,4763,234,2023-12-07,1285.67,Flavour Street Kitchen
625,3410,270,2023-08-08,890.74,Amma Delights Family Restaurant
626,3326,126,2023-06-26,1696.21,Amma Tiffins South Indian
627,3076,279,2023-08-26,1232.1,Darbar Mess Pure Veg
628,2833,276,2023-12-09,1553.02,Masala Trail Multicuisine
629,2511,174,2023-06-25,649.62,Ruchi Curry House Multicuisine
630,2695,247,2023-06-04,415.29,Royal Eatery South Indian
631,4060,175,2023-12-07,1171.11,Spice Kitchen Punjabi
632,3972,232,2023-08-13,1079.47,Flavour Street Kitchen
633,1061,192,2023-09-06,1106.87,Masala Trail Multicuisine
634,4326,163,2023-06-17,393.87,Darbar Restaurant North Indian
635,3486,170,2023-06-18,1394.74,Amma Delights Family Restaurant
636,2652,161,2023-07-02,455.34,Amma Delights Family Restaurant
637,3118,119,2023-04-06,279.18,FoodHub Express
638,4540,120,2023-04-10,1404.31,Royal Tiffins Multicuisine
639,3711,102,2023-01-22,1210.23,Amma Delights Family Restaurant
640,2593,272,2023-02-06,1705.08,Curry Kings Restaurant
641,4943,139,2023-10-25,1298.55,FoodHub Express
642,1340,195,2023-02-04,372.35,Grand Cafe Punjabi
643,3184,217,2023-08-24,168.04,Darbar Restaurant North Indian
644,3690,115,2023-10-01,1032.88,Amma Tiffins South Indian
645,1826,131,2023-08-22,300.18,Tandoori Junction
646,3365,282,2023-12-21,198.45,Ruchi Biryani Punjabi
647,2916,231,2023-08-08,1691.6,Darbar Mess Pure Veg
648,3640,165,2023-12-05,1373.71,Darbar Delights South Indian
649,4490,176,2023-01-27,566.39,Sri Tiffins Andhra
650,3820,175,2023-12-15,1469.01,Amma Delights Family Restaurant
651,1754,138,2023-11-03,1295.17,Spice Mess Punjabi
652,4123,175,2023-12-02,1447.67,Masala Trail Multicuisine
653,2415,115,2023-01-18,1074.8,Chef’s Delight Kitchen
654,3950,239,2023-05-11,1201.46,Spice Kitchen Punjabi
655,2297,268,2023-04-05,1744.63,Ruchi Foods Chinese
656,1322,104,2023-10-23,652.18,Amma Tiffins South Indian
657,3773,283,2023-12-26,1761.97,Chef’s Delight Kitchen
658,2357,200,2023-12-13,121.79,Royal Masala Point
659,3603,217,2023-05-23,387.51,Biryani Brothers
660,1015,231,2023-08-07,936.83,New Foods Chinese
661,2183,195,2023-12-25,1610.65,Udupi Curry House South Indian
662,3570,179,2023-12-05,338.6,Royal Eatery South Indian
663,4478,177,2023-08-16,529.38,Ruchi Biryani Punjabi
664,2237,253,2023-04-12,188.9,Spice Mess Punjabi
665,2980,154,2023-11-09,483.37,FoodHub Express
666,1447,218,2023-08-04,1584.17,Spice Mess Andhra
667,2490,195,2023-08-09,812.92,Royal Masala Point
668,3921,203,2023-10-09,1233.72,Ruchi Foods South Indian
669,3590,294,2023-01-20,1394.87,Spice Kitchen Punjabi
670,2286,113,2023-12-06,1607.0,Amma Biryani North Indian
671,1696,171,2023-10-08,376.81,Spice Kitchen Punjabi
672,3155,190,2023-06-17,413.61,Tandoori Junction
673,1166,147,2023-12-23,415.03,Amma Restaurant South Indian
674,1771,143,2023-10-27,1745.37,Urban Biryani House
675,2670,128,2023-05-22,1532.05,Ruchi Biryani Punjabi
676,1559,133,2023-09-05,1583.83,Darbar Delights South Indian
677,2056,134,2023-06-01,1711.12,Amma Restaurant South Indian
678,2338,176,2023-08-13,1431.66,Biryani Brothers
679,1871,137,2023-01-02,1206.78,Tandoori Junction
680,4691,276,2023-03-18,115.27,Masala Trail Multicuisine
681,1457,244,2023-12-07,1513.97,FoodHub Express
682,4262,173,2023-04-20,424.49,New Cafe North Indian
683,1962,192,2023-07-27,234.35,Chef’s Delight Kitchen
684,3885,286,2023-09-16,1022.49,Amma Restaurant South Indian
685,1175,262,2023-04-12,1410.18,Royal Masala Point
686,3407,299,2023-07-08,121.54,Annapurna Tiffins South Indian
687,1942,109,2023-01-14,717.85,New Foods Chinese
688,3283,180,2023-07-02,203.39,Royal Eatery South Indian
689,3850,218,2023-08-12,1664.51,Darbar Mess Pure Veg
690,1437,184,2023-01-12,1006.45,Chef’s Delight Kitchen
691,4099,246,2023-01-12,283.6,Spice Mess Punjabi
692,2158,153,2023-09-22,515.94,Darbar Mess Pure Veg
693,2177,274,2023-12-26,242.02,Darbar Restaurant North Indian
694,1554,216,2023-01-03,163.11,FoodHub Express
695,1637,207,2023-12-04,827.2,Royal Biryani North Indian
696,3499,177,2023-12-24,1246.75,The Feast Factory
697,3847,193,2023-01-26,225.61,Flavour Street Kitchen
698,2194,254,2023-08-21,766.2,Amma Delights Family Restaurant
699,3938,265,2023-08-10,605.26,New Foods Chinese
700,2829,161,2023-08-25,1684.88,Punjabi Zaika House
701,4239,153,2023-11-12,191.64,New Cafe North Indian
702,4494,179,2023-07-22,1117.89,Royal Eatery South Indian
703,1882,286,2023-05-10,127.39,Ruchi Foods Chinese
704,4095,119,2023-12-23,1363.28,Spice Mess Andhra
705,1947,110,2023-11-14,1776.55,Spice Mess Punjabi
706,2498,184,2023-10-05,1179.54,Royal Masala Point
707,4280,148,2023-12-11,1319.67,Grand Cafe Punjabi
708,1689,195,2023-12-03,1220.79,Darbar Delights South Indian
709,2250,262,2023-01-21,1391.26,Darbar Delights South Indian
710,4934,202,2023-09-11,1409.84,Royal Biryani North Indian
711,2036,142,2023-12-08,1499.88,Spice Kitchen Punjabi
712,3957,209,2023-12-09,316.24,Amma Kitchen Punjabi
713,3193,246,2023-01-08,1136.95,Amma Kitchen Punjabi
714,1307,227,2023-09-26,167.27,Curry Kings Restaurant
715,3879,133,2023-03-13,212.04,Bombay Spice Villa
716,2518,113,2023-08-23,1194.9,Grand Cafe Punjabi
717,3597,281,2023-11-24,1226.41,Sri Tiffins Andhra
718,2359,293,2023-10-09,837.92,Amma Tiffins South Indian
719,1193,195,2023-06-05,441.04,Udupi Curry House South Indian
720,4410,273,2023-03-24,383.82,Masala Trail Multicuisine
721,2315,153,2023-08-15,688.05,Annapurna Kitchen Family Restaurant
722,4911,232,2023-01-17,1103.48,Darbar Kitchen Non-Veg
723,3947,140,2023-05-10,1368.07,Flavour Street Kitchen
724,1250,251,2023-07-13,11061.03,New Foods Chinese
725,3804,173,2023-12-07,13439.88,Bombay Spice Villa
726,3010,159,2023-11-26,406.65,Curry Kings Restaurant
727,3857,246,2023-12-09,1070.51,New Cafe North Indian
728,4824,121,2023-10-11,1012.82,Taste of Biryani Non-Veg
729,1740,254,2023-11-04,666.26,Ruchi Biryani Punjabi
730,3508,198,2023-08-19,968.26,Amma Biryani North Indian
731,4436,183,2023-04-05,201.03,Bombay Spice Villa
732,4140,259,2023-08-22,902.42,Ruchi Curry House Multicuisine
733,3241,108,2023-11-14,704.46,Spice Mess Punjabi
734,4054,122,2023-03-03,1750.81,Annapurna Kitchen Family Restaurant
735,3356,295,2023-08-27,1126.09,Darbar Restaurant North Indian
736,4562,189,2023-03-14,1030.22,Udupi Curry House South Indian
737,3398,101,2023-03-24,189.28,Biryani Brothers
738,1235,164,2023-12-25,1486.68,Swagath Cafe Multicuisine
739,1986,266,2023-05-24,579.55,Spice Mess Andhra
740,4370,139,2023-05-09,1776.02,Spice Mess Punjabi
741,2594,251,2023-05-16,960.19,The Feast Factory
742,2992,230,2023-05-02,583.48,Darbar Delights South Indian
743,3517,107,2023-06-12,13250.02,New Cafe North Indian
744,4941,190,2023-05-07,1478.05,Ruchi Biryani Punjabi
745,3560,191,2023-10-01,1661.45,Spice Mess Punjabi
746,1332,229,2023-05-20,119.09,Amma Restaurant South Indian
747,4815,231,2023-04-14,1178.72,Annapurna Kitchen Family Restaurant
748,3200,149,2023-11-05,1513.71,Royal Tiffins Multicuisine
749,2534,149,2023-12-18,1376.07,Royal Eatery South Indian
750,1722,227,2023-04-22,1580.46,Royal Tiffins Multicuisine
751,4727,249,2023-11-15,963.72,Amma Kitchen Punjabi
752,2193,124,2023-12-18,1090.49,Urban Biryani House
753,1671,127,2023-12-01,893.16,Grand Cafe Punjabi
754,2685,214,2023-08-20,1063.11,Darbar Restaurant North Indian
755,4921,299,2023-03-09,1173.28,Masala Trail Multicuisine
756,2761,280,2023-08-06,586.3,Ruchi Foods Chinese
757,3717,298,2023-06-26,749.9,Swagath Cafe Multicuisine
758,1746,221,2023-02-23,1773.03,Amma Delights Family Restaurant
759,4454,190,2023-05-06,387.12,Annapurna Tiffins South Indian
760,1579,164,2023-05-10,197.83,Annapurna Kitchen Family Restaurant
761,2943,117,2023-08-05,1496.78,Annapurna Tiffins South Indian
762,2399,273,2023-12-25,688.68,Amma Biryani North Indian
763,3242,100,2023-03-27,920.71,Urban Biryani House
764,1012,212,2023-04-22,164.21,Masala Trail Multicuisine
765,2444,182,2023-03-20,398.24,Darbar Restaurant North Indian
766,1252,137,2023-01-03,940.54,Bombay Spice Villa
767,2022,207,2023-01-25,1508.53,Bombay Spice Villa
768,1010,148,2023-08-24,219.17,Chef’s Delight Kitchen
769,4178,293,2023-10-21,1690.73,New Cafe North Indian
770,3368,101,2023-12-12,964.25,Royal Masala Point
771,4802,215,2023-12-15,1418.86,Darbar Mess Pure Veg
772,3551,278,2023-01-11,1642.52,Darbar Mess Pure Veg
773,4374,160,2023-02-24,1783.04,Biryani Brothers
774,3514,243,2023-03-11,1472.45,Darbar Delights South Indian
775,1103,178,2023-05-25,952.34,Taste of Biryani Non-Veg
776,1116,228,2023-03-24,1660.91,Amma Kitchen Punjabi
777,1856,258,2023-05-20,1397.74,Royal Eatery South Indian
778,4621,174,2023-08-03,1690.35,Masala Trail Multicuisine
779,3670,193,2023-11-01,144.9,Amma Biryani North Indian
780,1520,299,2023-10-04,1238.46,Royal Biryani North Indian
781,1992,199,2023-07-16,1099.91,Darbar Mess Pure Veg
782,3141,111,2023-08-15,363.79,Grand Cafe Punjabi
783,4173,246,2023-12-15,951.24,Royal Masala Point
784,1421,251,2023-04-22,369.82,Darbar Restaurant North Indian
785,1670,199,2023-12-14,241.63,New Foods Chinese
786,4167,270,2023-10-26,712.9,Swagath Cafe Multicuisine
787,3419,122,2023-10-16,526.67,Udupi Curry House South Indian
788,2820,106,2023-12-11,351.58,Ruchi Curry House Multicuisine
789,3294,158,2023-05-02,753.72,The Feast Factory
790,2704,175,2023-12-08,380.22,Royal Biryani North Indian
791,2799,113,2023-09-09,995.78,Biryani Brothers
792,3891,202,2023-08-10,361.65,Chef’s Delight Kitchen
793,1441,101,2023-12-18,1779.95,Ruchi Curry House Multicuisine
794,2627,117,2023-03-10,1745.41,Darbar Kitchen Non-Veg
795,4589,260,2023-03-19,1745.29,Darbar Delights South Indian
796,1243,257,2023-07-21,905.58,Spice Mess Andhra
797,1400,240,2023-02-04,1244.7,Biryani Brothers
798,4058,107,2023-07-12,1091.06,Grand Cafe Punjabi
799,2265,149,2023-01-26,1259.23,Darbar Restaurant North Indian
800,1917,119,2023-09-06,1456.53,Amma Restaurant South Indian
801,2950,201,2023-08-25,1619.04,Royal Tiffins Multicuisine
802,2595,165,2023-11-23,1458.35,Amma Delights Family Restaurant
803,4144,239,2023-01-23,1283.79,Bombay Spice Villa
804,3309,110,2023-04-23,616.95,New Cafe North Indian
805,2465,220,2023-01-01,125.3,Royal Biryani North Indian
806,2626,224,2023-12-04,1376.22,Spice Kitchen Punjabi
807,2179,240,2023-02-02,1275.5,Darbar Mess Pure Veg
808,4581,120,2023-01-23,466.62,Spice Mess Andhra
809,4784,125,2023-06-12,586.92,Amma Restaurant South Indian
810,3407,154,2023-01-12,1664.7,Urban Biryani House
811,2056,155,2023-06-22,1739.5,Curry Kings Restaurant
812,3565,106,2023-01-12,220.47,Darbar Delights South Indian
813,2861,159,2023-03-25,1190.53,Amma Biryani North Indian
814,2500,122,2023-01-20,149.98,FoodHub Express
815,1252,182,2023-05-21,1266.4,Amma Tiffins South Indian
816,1378,147,2023-08-08,1016.75,Urban Biryani House
817,3529,294,2023-01-27,226.89,Taste of Biryani Non-Veg
818,1368,284,2023-06-18,902.82,Biryani Brothers
819,1792,297,2023-01-04,970.22,Flavour Street Kitchen
820,3622,245,2023-12-18,1489.37,Ruchi Foods Chinese
821,3238,129,2023-01-05,509.71,Darbar Restaurant North Indian
822,2455,100,2023-08-01,820.33,Darbar Mess Pure Veg
823,2502,244,2023-01-04,1323.6,Sri Tiffins Andhra
824,4608,159,2023-12-14,1779.11,Udupi Curry House South Indian
825,2213,146,2023-07-05,737.22,Punjabi Zaika House
826,2572,156,2023-10-08,336.68,Amma Delights Family Restaurant
827,2357,164,2023-06-12,768.2,Curry Kings Restaurant
828,4706,141,2023-12-10,785.69,Bombay Spice Villa
829,1491,228,2023-10-19,1319.09,Masala Trail Multicuisine
830,3948,258,2023-03-23,1513.52,Amma Delights Family Restaurant
831,3078,299,2023-12-10,1032.12,Annapurna Kitchen Family Restaurant
832,4088,252,2023-01-24,605.5,Amma Tiffins South Indian
833,4367,213,2023-02-23,1330.66,New Foods Chinese
834,4826,221,2023-05-21,267.18,Ruchi Foods South Indian
835,1344,258,2023-06-11,601.63,Biryani Brothers
836,4549,271,2023-11-14,1757.04,Annapurna Tiffins South Indian
837,2862,248,2023-11-22,675.85,Amma Tiffins South Indian
838,3922,218,2023-09-26,1666.76,New Cafe North Indian
839,2069,263,2023-12-19,1032.81,Annapurna Tiffins South Indian
840,3998,262,2023-10-04,836.55,Curry Kings Restaurant
841,2716,209,2023-08-13,700.41,Tandoori Junction
842,3939,127,2023-10-18,916.99,Taste of Biryani Non-Veg
843,2622,199,2023-12-01,1796.21,Sri Tiffins Andhra
844,4196,146,2023-08-17,699.75,Annapurna Tiffins South Indian
845,4860,290,2023-04-01,867.09,Amma Biryani North Indian
846,3089,147,2023-12-26,876.54,Flavour Street Kitchen
847,3697,112,2023-11-01,1590.59,Ruchi Curry House Multicuisine
848,3434,150,2023-11-09,1160.79,Royal Biryani North Indian
849,2920,294,2023-08-02,879.92,Curry Kings Restaurant
850,1776,192,2023-01-24,1323.26,Flavour Street Kitchen
851,1197,292,2023-09-11,120.4,Udupi Curry House South Indian
852,1774,134,2023-01-10,1255.88,Tandoori Junction
853,1273,117,2023-01-24,553.64,Amma Biryani North Indian
854,4840,185,2023-11-25,1008.34,Amma Restaurant South Indian
855,3857,100,2023-03-27,741.87,Darbar Restaurant North Indian
856,1676,239,2023-05-13,1777.62,Darbar Restaurant North Indian
857,1715,180,2023-12-23,287.56,The Feast Factory
858,3065,213,2023-07-27,452.23,Royal Biryani North Indian
859,2572,189,2023-04-25,1152.67,Ruchi Biryani Punjabi
860,2657,187,2023-07-15,1314.56,Urban Biryani House
861,1801,245,2023-10-18,326.61,Darbar Delights South Indian
862,1306,110,2023-07-08,873.59,Ruchi Foods South Indian
863,1547,245,2023-02-20,195.4,Darbar Kitchen Non-Veg
864,4436,129,2023-05-01,262.6,Spice Mess Andhra
865,3829,287,2023-09-08,1116.39,Spice Kitchen Punjabi
866,4654,283,2023-08-16,989.03,Ruchi Biryani Punjabi
867,2111,199,2023-12-17,523.01,Ruchi Curry House Multicuisine
868,1987,247,2023-08-20,1718.14,Darbar Delights South Indian
869,4549,185,2023-01-18,769.7,Amma Delights Family Restaurant
870,4448,160,2023-09-24,264.17,Spice Mess Punjabi
871,4504,146,2023-08-12,1581.35,Spice Mess Andhra
872,4054,168,2023-06-04,458.79,Taste of Biryani Non-Veg
873,1031,289,2023-09-18,1256.99,Darbar Restaurant North Indian
874,2358,278,2023-07-24,1648.22,Grand Cafe Punjabi
875,1828,297,2023-11-21,1038.8,Spice Mess Punjabi
876,3278,290,2023-07-15,1797.67,Urban Biryani House
877,3383,115,2023-12-09,415.45,Darbar Restaurant North Indian
878,4905,136,2023-01-21,754.8,Grand Cafe Punjabi
879,2200,239,2023-07-27,544.5,FoodHub Express
880,1224,241,2023-12-02,1020.31,Royal Tiffins Multicuisine
881,2807,210,2023-12-10,249.37,Darbar Restaurant North Indian
882,3704,113,2023-12-02,1467.71,Darbar Restaurant North Indian
883,3206,131,2023-12-25,1578.38,Spice Mess Andhra
884,4390,130,2023-01-18,546.6,Amma Tiffins South Indian
885,1364,207,2023-05-27,1106.91,Royal Tiffins Multicuisine
886,2007,247,2023-11-03,1354.65,Darbar Delights South Indian
887,4406,191,2023-12-13,1600.7,Ruchi Biryani Punjabi
888,2020,231,2023-05-25,808.76,Urban Biryani House
889,2677,101,2023-02-10,173.04,FoodHub Express
890,2044,192,2023-03-11,440.31,Bombay Spice Villa
891,3746,219,2023-05-26,738.38,Ruchi Curry House Multicuisine
892,2211,265,2023-07-07,584.89,FoodHub Express
893,4794,188,2023-04-20,1180.71,Curry Kings Restaurant
894,4043,235,2023-12-24,860.32,Spice Mess Punjabi
895,1483,284,2023-11-09,1477.38,Darbar Delights South Indian
896,4147,234,2023-12-24,1174.7,Royal Biryani North Indian
897,4609,101,2023-02-17,1155.53,Sri Tiffins Andhra
898,4152,199,2023-09-02,873.04,Amma Restaurant South Indian
899,1675,131,2023-07-09,1186.17,Spice Kitchen Punjabi
900,3885,272,2023-11-24,1550.16,Amma Delights Family Restaurant
901,4053,184,2023-08-12,1524.48,Spice Mess Andhra
